selected,Action,Record,PntName,PntType,DataType,Domain,Drop,Control,Description,Character,Unit,Set,Reset,FC,Location,Channel,ChType,IRefNum,ORefNum,Security,BD,EvHigh,EvLow,InitAS,InitAS2,InitValue,DpuSave,History,MathDeal,ValueLimit,Filter,SOE,Reverse,HSRDB,SendAlarm,SHighAlarm,SLowAlarm,HighSetAlarm,LowResetAlarm,AlarmDB,HighLimit,LowLimit,HAlarmAddr,LAlarmAddr,SensorType,SensorParam,C0,C1,C2,C3,C4,C5,SensorHigh,SensorLow,FilterFactor,HighAlarmPriority,LowAlarmPriority
Y,addUpdate,Point,DPU65DISK,AP,Float32,43,5,1,DPU65磁盘剩余空间,,,,,,,,,,1,x01,1,100,,x00,x00,,,1,,,,,,.5,,,,,,,100,,,,,,,,,,,,,,,,
Y,addUpdate,Point,DPU65MEM_H,DP,Digital,43,5,1,DPU65内存高报警,,,,,,,,,,1,x01,1,,,x00,x00,,,1,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,
Y,addUpdate,Point,DPU65IOBUS,GP,Gp,43,5,1,,,,,,,,,,,15,x01,1,,,x00,x00,x00,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Y,addUpdate,Point,DPU65_OFF,DP,Digital,43,5,1,DPU65离线,,,,,,,,,,1,x01,1,,,x00,x00,,,1,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,
Y,addUpdate,Point,DPU65_NETA_F,DP,Digital,43,5,1,DPU65A网故障,,,,,,,,,,1,x01,1,,,x00,x00,,,1,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,
Y,addUpdate,Point,DPU65_NETB_F,DP,Digital,43,5,1,DPU65B网故障,,,,,,,,,,1,x01,1,,,x00,x00,,,1,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,
Y,addUpdate,Point,DPU65_MASTER,DP,Digital,43,5,1,DPU65在主控,,,,,,,,,,1,x01,1,,,x00,x00,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Y,addUpdate,Point,DPU65TEMPH1,DP,Digital,43,5,1,DPU65温度高报警,,,,,,,,,,1,x01,1,,,x00,x00,,,1,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,
Y,addUpdate,Point,DPU05_IO_F,DP,Digital,43,5,1,DPU05有卡件故障,,,,,,,,,,1,x01,1,,,x00,x00,,,1,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,
Y,addUpdate,Point,DPU05IOBUS_0,DP,Digital,43,5,1,DPU05IOBUS重启,,,,,,,,,,1,x01,1,,,x00,x00,,,1,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,
Y,addUpdate,Point,DPU05IOBUS_1,DP,Digital,43,5,1,DPU05dpram重启,,,,,,,,,,1,x01,1,,,x00,x00,,,1,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,
Y,addUpdate,Point,DPU05IOBUS_2,DP,Digital,43,5,1,DPU0524V电源1故障,,,,,,,,,,1,x01,1,,,x00,x00,,,1,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,
Y,addUpdate,Point,DPU05IOBUS_3,DP,Digital,43,5,1,DPU0524V电源2故障,,,,,,,,,,1,x01,1,,,x00,x00,,,1,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,
Y,addUpdate,Point,DPU05IOBUS_6,DP,Digital,43,5,1,DPU05主板超温,,,,,,,,,,1,x01,1,,,x00,x00,,,1,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,
Y,addUpdate,Point,DPU05IOBUS_7,DP,Digital,43,5,1,DPU05IOBUS卡异常,,,,,,,,,,1,x01,1,,,x00,x00,,,1,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,
Y,addUpdate,Point,DPU05IOBUS_8,DP,Digital,43,5,1,DPU05IOBUS同步数据接收出错,,,,,,,,,,1,x01,1,,,x00,x00,,,1,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,
Y,addUpdate,Point,DPU05IOBUS_9,DP,Digital,43,5,1,DPU05控制器底座异常,,,,,,,,,,1,x01,1,,,x00,x00,,,1,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,
Y,addUpdate,Point,DPU05IOBUS_4_5_1,DP,Digital,43,5,1,DPU05gps断线故障,,,,,,,,,,1,x01,1,,,x00,x00,,,1,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,
Y,addUpdate,Point,DPU05IOBUS_4_5_0,DP,Digital,43,5,1,DPU05gps正常,,,,,,,,,,1,x01,1,,,x00,x00,,,1,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,
Y,addUpdate,Point,DPU05IOBUS_4_5_2,DP,Digital,43,5,1,DPU05gps解析故障,,,,,,,,,,1,x01,1,,,x00,x00,,,1,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,
Y,addUpdate,Point,DPU05IOBUS_4_5_3,DP,Digital,43,5,1,DPU05gps跳变故障,,,,,,,,,,1,x01,1,,,x00,x00,,,1,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,
Y,addUpdate,Point,DPU65IOBUS_0,DP,Digital,43,5,1,DPU65IOBUS重启,,,,,,,,,,1,x01,1,,,x00,x00,,,1,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,
Y,addUpdate,Point,DPU65IOBUS_1,DP,Digital,43,5,1,DPU65dpram重启,,,,,,,,,,1,x01,1,,,x00,x00,,,1,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,
Y,addUpdate,Point,DPU65IOBUS_2,DP,Digital,43,5,1,DPU6524V电源1故障,,,,,,,,,,1,x01,1,,,x00,x00,,,1,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,
Y,addUpdate,Point,DPU65IOBUS_3,DP,Digital,43,5,1,DPU6524V电源2故障,,,,,,,,,,1,x01,1,,,x00,x00,,,1,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,
Y,addUpdate,Point,DPU65IOBUS_6,DP,Digital,43,5,1,DPU65主板超温,,,,,,,,,,1,x01,1,,,x00,x00,,,1,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,
Y,addUpdate,Point,DPU65IOBUS_7,DP,Digital,43,5,1,DPU65IOBUS卡异常,,,,,,,,,,1,x01,1,,,x00,x00,,,1,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,
Y,addUpdate,Point,DPU65IOBUS_8,DP,Digital,43,5,1,DPU65IOBUS同步数据接收出错,,,,,,,,,,1,x01,1,,,x00,x00,,,1,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,
Y,addUpdate,Point,DPU65IOBUS_9,DP,Digital,43,5,1,DPU65控制器底座异常,,,,,,,,,,1,x01,1,,,x00,x00,,,1,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,
Y,addUpdate,Point,DPU65IOBUS_4_5_1,DP,Digital,43,5,1,DPU65gps断线故障,,,,,,,,,,1,x01,1,,,x00,x00,,,1,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,
Y,addUpdate,Point,DPU65IOBUS_4_5_0,DP,Digital,43,5,1,DPU65gps正常,,,,,,,,,,1,x01,1,,,x00,x00,,,1,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,
Y,addUpdate,Point,DPU65IOBUS_4_5_2,DP,Digital,43,5,1,DPU65gps解析故障,,,,,,,,,,1,x01,1,,,x00,x00,,,1,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,
Y,addUpdate,Point,DPU65IOBUS_4_5_3,DP,Digital,43,5,1,DPU65gps跳变故障,,,,,,,,,,1,x01,1,,,x00,x00,,,1,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,
