selected,Action,Record,PntName,PntType,DataType,Domain,Drop,Control,Description,Character,Unit,Set,Reset,FC,Location,Channel,ChType,IRefNum,ORefNum,Security,BD,EvHigh,EvLow,InitAS,InitAS2,InitValue,DpuSave,History,MathDeal,ValueLimit,Filter,SOE,Reverse,HSRDB,SendAlarm,SHighAlarm,SLowAlarm,HighSetAlarm,LowResetAlarm,AlarmDB,HighLimit,LowLimit,HAlarmAddr,LAlarmAddr,SensorType,SensorParam,C0,C1,C2,C3,C4,C5,SensorHigh,SensorLow,FilterFactor,HighAlarmPriority,LowAlarmPriority
Y,addUpdate,Point,DPU69NETBRXLOAD,AP,Float32,43,9,1,DPU69B网接收负荷,,,,,,,,,,1,x01,1,100,,x00,x00,,,1,,,,,,.5,,,,,,,100,,,,,,,,,,,,,,,,
Y,addUpdate,Point,DPU69NETATXLOADALM,DP,Digital,43,9,1,DPU69A网发送负荷报警,,,,,,,,,,1,x01,1,,,x00,x00,,,1,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,
Y,addUpdate,Point,DPU69NETARXLOADALM,DP,Digital,43,9,1,DPU69A网接收负荷报警,,,,,,,,,,1,x01,1,,,x00,x00,,,1,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,
Y,addUpdate,Point,DPU69NETBTXLOADALM,DP,Digital,43,9,1,DPU69B网发送负荷报警,,,,,,,,,,1,x01,1,,,x00,x00,,,1,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,
Y,addUpdate,Point,DPU69NETBRXLOADALM,DP,Digital,43,9,1,DPU69B网接收负荷报警,,,,,,,,,,1,x01,1,,,x00,x00,,,1,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,
Y,addUpdate,Point,DPU69MEM,AP,Float32,43,9,1,DPU69内存使用率,,,,,,,,,,1,x01,1,100,,x00,x00,,,1,,,,,,.5,,,,,,,100,,,,,,,,,,,,,,,,
Y,addUpdate,Point,DPU69DISK,AP,Float32,43,9,1,DPU69磁盘剩余空间,,,,,,,,,,1,x01,1,100,,x00,x00,,,1,,,,,,.5,,,,,,,100,,,,,,,,,,,,,,,,
Y,addUpdate,Point,DPU69MEM_H,DP,Digital,43,9,1,DPU69内存高报警,,,,,,,,,,1,x01,1,,,x00,x00,,,1,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,
Y,addUpdate,Point,DPU69IOBUS,GP,Gp,43,9,1,,,,,,,,,,,15,x01,1,,,x00,x00,x00,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Y,addUpdate,Point,DPU69_OFF,DP,Digital,43,9,1,DPU69离线,,,,,,,,,,1,x01,1,,,x00,x00,,,1,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,
Y,addUpdate,Point,DPU69_NETA_F,DP,Digital,43,9,1,DPU69A网故障,,,,,,,,,,1,x01,1,,,x00,x00,,,1,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,
Y,addUpdate,Point,DPU69_NETB_F,DP,Digital,43,9,1,DPU69B网故障,,,,,,,,,,1,x01,1,,,x00,x00,,,1,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,
Y,addUpdate,Point,DPU69_MASTER,DP,Digital,43,9,1,DPU69在主控,,,,,,,,,,1,x01,1,,,x00,x00,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Y,addUpdate,Point,DPU69TEMPH1,DP,Digital,43,9,1,DPU69温度高报警,,,,,,,,,,1,x01,1,,,x00,x00,,,1,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,
Y,addUpdate,Point,DPU09_IO_F,DP,Digital,43,9,1,DPU09有卡件故障,,,,,,,,,,1,x01,1,,,x00,x00,,,1,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,
Y,addUpdate,Point,DPU09IOBUS_0,DP,Digital,43,9,1,DPU09IOBUS重启,,,,,,,,,,1,x01,1,,,x00,x00,,,1,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,
Y,addUpdate,Point,DPU09IOBUS_1,DP,Digital,43,9,1,DPU09dpram重启,,,,,,,,,,1,x01,1,,,x00,x00,,,1,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,
Y,addUpdate,Point,DPU09IOBUS_2,DP,Digital,43,9,1,DPU0924V电源1故障,,,,,,,,,,1,x01,1,,,x00,x00,,,1,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,
Y,addUpdate,Point,DPU09IOBUS_3,DP,Digital,43,9,1,DPU0924V电源2故障,,,,,,,,,,1,x01,1,,,x00,x00,,,1,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,
Y,addUpdate,Point,DPU09IOBUS_6,DP,Digital,43,9,1,DPU09主板超温,,,,,,,,,,1,x01,1,,,x00,x00,,,1,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,
Y,addUpdate,Point,DPU09IOBUS_7,DP,Digital,43,9,1,DPU09IOBUS卡异常,,,,,,,,,,1,x01,1,,,x00,x00,,,1,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,
Y,addUpdate,Point,DPU09IOBUS_8,DP,Digital,43,9,1,DPU09IOBUS同步数据接收出错,,,,,,,,,,1,x01,1,,,x00,x00,,,1,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,
Y,addUpdate,Point,DPU09IOBUS_9,DP,Digital,43,9,1,DPU09控制器底座异常,,,,,,,,,,1,x01,1,,,x00,x00,,,1,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,
Y,addUpdate,Point,DPU09IOBUS_4_5_1,DP,Digital,43,9,1,DPU09gps断线故障,,,,,,,,,,1,x01,1,,,x00,x00,,,1,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,
Y,addUpdate,Point,DPU09IOBUS_4_5_0,DP,Digital,43,9,1,DPU09gps正常,,,,,,,,,,1,x01,1,,,x00,x00,,,1,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,
Y,addUpdate,Point,DPU09IOBUS_4_5_2,DP,Digital,43,9,1,DPU09gps解析故障,,,,,,,,,,1,x01,1,,,x00,x00,,,1,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,
Y,addUpdate,Point,DPU09IOBUS_4_5_3,DP,Digital,43,9,1,DPU09gps跳变故障,,,,,,,,,,1,x01,1,,,x00,x00,,,1,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,
Y,addUpdate,Point,DPU69IOBUS_0,DP,Digital,43,9,1,DPU69IOBUS重启,,,,,,,,,,1,x01,1,,,x00,x00,,,1,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,
Y,addUpdate,Point,DPU69IOBUS_1,DP,Digital,43,9,1,DPU69dpram重启,,,,,,,,,,1,x01,1,,,x00,x00,,,1,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,
Y,addUpdate,Point,DPU69IOBUS_2,DP,Digital,43,9,1,DPU6924V电源1故障,,,,,,,,,,1,x01,1,,,x00,x00,,,1,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,
Y,addUpdate,Point,DPU69IOBUS_3,DP,Digital,43,9,1,DPU6924V电源2故障,,,,,,,,,,1,x01,1,,,x00,x00,,,1,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,
Y,addUpdate,Point,DPU69IOBUS_6,DP,Digital,43,9,1,DPU69主板超温,,,,,,,,,,1,x01,1,,,x00,x00,,,1,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,
Y,addUpdate,Point,DPU69IOBUS_7,DP,Digital,43,9,1,DPU69IOBUS卡异常,,,,,,,,,,1,x01,1,,,x00,x00,,,1,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,
Y,addUpdate,Point,DPU69IOBUS_8,DP,Digital,43,9,1,DPU69IOBUS同步数据接收出错,,,,,,,,,,1,x01,1,,,x00,x00,,,1,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,
Y,addUpdate,Point,DPU69IOBUS_9,DP,Digital,43,9,1,DPU69控制器底座异常,,,,,,,,,,1,x01,1,,,x00,x00,,,1,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,
Y,addUpdate,Point,DPU69IOBUS_4_5_1,DP,Digital,43,9,1,DPU69gps断线故障,,,,,,,,,,1,x01,1,,,x00,x00,,,1,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,
Y,addUpdate,Point,DPU69IOBUS_4_5_0,DP,Digital,43,9,1,DPU69gps正常,,,,,,,,,,1,x01,1,,,x00,x00,,,1,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,
Y,addUpdate,Point,DPU69IOBUS_4_5_2,DP,Digital,43,9,1,DPU69gps解析故障,,,,,,,,,,1,x01,1,,,x00,x00,,,1,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,
Y,addUpdate,Point,DPU69IOBUS_4_5_3,DP,Digital,43,9,1,DPU69gps跳变故障,,,,,,,,,,1,x01,1,,,x00,x00,,,1,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,
